Franklin_Paxinos_Full_name,Franklin_Paxinos_abbreviation,Structural_ID,structure_Order,red,green,blue,Parent_ID,Parent_abbreviation,Allen_Full_name,Allen_abbreviation
Motor trigeminal nucleus_medial pterygoid part,5MPt,2455,88230,255,174,104,621,5N,none,none
Pons_behavioral state related,P-sat,1117,88300,255,172,120,771,P,Pons_behavioral state related,P-sat
Nucleus raph»,NR,679,88400,255,172,119,1117,P-sat,Superior central nucleus raph»,CS
Paramedian raph» nucleus,PMnR,137,88500,255,172,119,679,NR,Superior central nucleus raph»_lateral part,CSl
Median raph» nucleus,MnR,130,88600,255,172,119,679,NR,Superior central nucleus raph»_medial part,CSm
Locus coeruleus,LC,147,88700,255,172,118,1117,P-sat,Locus ceruleus,LC
Laterodorsal tegmental nucleus,LDT,2284,88800,255,172,117,1117,P-sat,none,none
Laterodorsal tegmental nucleus_dorsal part,LDTg,162,88810,255,172,117,2284,LDT,Laterodorsal tegmental nucleus_dorsal part,LDTd
Laterodorsal tegmental nucleus_dorsal part_lateral division,LDTg-dl,2366,88820,255,172,117,162,LDTg,Laterodorsal tegmental nucleus_dorsal part_lateral division,LDTdl
Laterodorsal tegmental nucleus_dorsal part_medial division,LDTg-dm,2367,88830,255,172,117,162,LDTg,Laterodorsal tegmental nucleus_dorsal part_medial division,LDTdm
Laterodorsal tegmental nucleus_ventral part,LDTgV,2195,88840,255,172,117,2284,LDT,none,none
none,none,-1,-1,-1,-1,-1,-1,none,Nucleus incertus,NI
Pontine reticular nucleus_oral part,PnO,2205,89010,255,172,120,987,P-mot,none,none
Pontine reticular nucleus_ventral part,PnV,2217,89020,255,172,120,987,P-mot,none,none
Epirubrospinal nucleus,ERS,2182,89030,255,172,120,987,P-mot,none,none
Medial paralemniscial nucleus,MPL,2185,89040,255,172,120,1117,P-sat,none,none
Perilemniscal nucleus_ventral part,PLV,2186,89050,255,172,120,1117,P-sat,none,none
Pontine raph» nucleus,PnR,238,89100,255,172,115,1117,P-sat,Nucleus raph» pontis,RPO
none,none,-1,-1,-1,-1,-1,-1,none,Subceruleus nucleus,SLC
none,none,-1,-1,-1,-1,-1,-1,none,Sublaterodorsal nucleus,SLD
Medulla,MY,354,89400,255,160,176,1065,HB,Medulla,MY
Medulla_sensory related,MY-sen,386,89500,255,176,176,354,MY,Medulla_sensory related,MY-sen
Area postrema,AP,207,89600,255,176,178,386,MY-sen,Area postrema,AP
Area subpostrema,SubP,2274,89610,255,176,178,386,MY-sen,none,none
Cochlear nuclei,CN,607,89700,255,176,177,386,MY-sen,Cochlear nuclei,CN
Granule cell layer of the cochlear nuclei,GrC (VCCap in 81),112,89800,255,176,177,607,CN,Granular lamina of the cochlear nuclei,CNlam
Ventral cochlear nucleus_granule cell layer,VCAGr,560,89900,255,176,177,607,CN,Cochlear nucleus_subpedunclular granular region,CNspg
Dorsal cochlear nucleus,DC,96,90000,255,155,205,607,CN,Dorsal cochlear nucleus,DCO
Dorsal cochlear nucleus_molecular layer,DCMo,2234,90010,255,155,205,96,DC,none,none
Dorsal cochlear nucleus_fusiform layer,DCFu,2235,90020,255,155,205,96,DC,none,none
Dorsal cochlear nucleus_deep layer,DCDp,2236,90030,255,155,205,96,DC,none,none
Ventral cochlear nucleus,VC,101,90100,255,155,205,607,CN,Ventral cochlear nucleus,VCO
Ventral cochlear nucleus_anterior part,VCA,2238,90110,255,155,205,101,VC,none,none
Ventral cochlear nucleus_posterior part,VCP,2237,90120,255,155,205,101,VC,none,none
Ventral cochlear nucleus_posterior part_octopus cell area,VCPO,2243,90130,255,155,205,101,VC,none,none
Dorsal column nuclei,DCN,720,90200,255,177,176,386,MY-sen,Dorsal column nuclei,DCN
Cuneate nucleus,Cu,711,90300,255,177,177,720,DCN,Cuneate nucleus,CU
Cuneate nucleus_dorsal part,CuD,2285,90310,255,177,177,711,Cu,none,none
Cuneate nucleus_rotundus part,CuR,2278,90320,255,177,177,711,Cu,none,none
Gracile nucleus,Gr,1039,90400,255,177,178,720,DCN,Gracile nucleus,GR
External cuneate nucleus,ECu,903,90500,255,176,179,386,MY-sen,External cuneate nucleus,ECU
Nucleus of the trapezoid body,Tz,642,90600,255,176,181,386,MY-sen,Nucleus of the trapezoid body,NTB
Trigeminal-solitary transition zone,5Sol,2249,90610,255,176,181,386,MY-sen,none,none
Solitary nucleus,Sol,651,90700,255,178,176,386,MY-sen,Nucleus of the solitary tract,NTS
Solitary nucleus_central part,SolCe,659,90800,255,178,177,651,Sol,Nucleus of the solitary tract_central part,NTSce
Solitary nucleus_commissural part,SolC,666,90900,255,178,178,651,Sol,Nucleus of the solitary tract_commissural part,NTSco
Solitary nucleus_gelatinous part,SolG,674,91000,255,178,179,651,Sol,Nucleus of the solitary tract_gelatinous part,NTSge
Solitary nucleus_intermediate part,SolIM,2250,91010,255,178,179,651,Sol,none,none
Solitary nucleus_lateral part,SolL,682,91100,255,178,180,651,Sol,Nucleus of the solitary tract_lateral part,NTSl
Solitary nucleus_medial part,SolM,691,91200,255,178,181,651,Sol,Nucleus of the solitary tract_medial part,NTSm
Solitary nucleus_ventral part,SolV,2263,91210,255,178,181,651,Sol,none,none
Solitary nucleus_ventrolateral part,SolVL,2273,91220,255,178,181,651,Sol,none,none
Solitary nucleus_dorsolateral part,SolDL,2271,91230,255,178,181,651,Sol,none,none
Solitary nucleus_dorsomedial part,SolDM,2264,91240,255,178,181,651,Sol,none,none
Solitary nucleus_interstitial part,SolI,2265,91250,255,178,181,651,Sol,none,none
Soltary nucleus_rostrolateral part,SolRL,2470,91260,255,178,181,651,Sol,none,none
Spinal trigeminal nucleus_caudal part,Sp5C,429,91300,255,176,183,386,MY-sen,Spinal nucleus of the trigeminal_caudal part,SPVC
Spinal trigeminal nucleus_interpolar part,Sp5I,437,91400,255,176,184,386,MY-sen,Spinal nucleus of the trigeminal_interpolar part,SPVI
Spinal trigeminal nucleus_oral part,Sp5O,445,91500,255,176,182,386,MY-sen,Spinal nucleus of the trigeminal_oral part,SPVO
none,none,-1,-1,-1,-1,-1,-1,none,Spinal nucleus of the trigeminal_oral part_caudal dorsomedial part,SPVOcdm
none,none,-1,-1,-1,-1,-1,-1,none,Spinal nucleus of the trigeminal_oral part_middle dorsomedial part_dorsal zone,SPVOmdmd
none,none,-1,-1,-1,-1,-1,-1,none,Spinal nucleus of the trigeminal_oral part_middle dorsomedial part_ventral zone,SPVOmdmv
Dorsomedial spinal trigeminal nucleus,DMSp5,45,91900,255,176,182,445,Sp5O,Spinal nucleus of the trigeminal_oral part_rostral dorsomedial part,SPVOrdm
none,none,-1,-1,-1,-1,-1,-1,none,Spinal nucleus of the trigeminal_oral part_ventrolateral part,SPVOvl
Paratrigeminal nucleus,Pa5,2270,92010,255,176,182,386,MY-sen,none,none
none,none,-1,-1,-1,-1,-1,-1,none,Nucleus z,z
Medulla_motor related,MY-mot,370,92200,255,212,219,354,MY,Medulla_motor related,MY-mot
A5 noradrenaline cells,A5,2246,92201,255,79,87,354,MY,none,none
Ad1 adrenaline cells,Ad1,2477,92202,255,79,87,370,MY-mot,none,none
Ad2 adrenaline cells,Ad2,2478,92203,255,79,87,370,MY-mot,none,none
Ad3 adrenaline cells,Ad3,2266,92204,255,79,87,370,MY-mot,none,none
Subcoeruleus nucleus_alpha part,SubCA,2198,92210,255,212,219,370,MY-mot,none,none
Subcoeruleus nucleus_dorsal part,SubCD,2199,92220,255,212,219,370,MY-mot,none,none
Subcoeruleus nucleus_ventral part,SubCV,2200,92230,255,212,219,370,MY-mot,none,none
Abducens nucleus,6N,653,92300,255,212,225,370,MY-mot,Abducens nucleus,VI
Paraabducens nucleus,Pa6,2229,92310,255,212,225,653,6N,none,none
Abducens nucleus_retractor bulbi part,6RB,2228,92400,255,212,226,370,MY-mot,none,none
Facial nucleus,7N,661,92500,255,212,234,370,MY-mot,Facial motor nucleus,VII
Perifacial zone,P7,2226,92510,255,212,234,661,7N,none,none
Facial nucleus_lateral subnucleus,7L,2462,92520,255,212,234,661,7N,none,none
Facial nucleus_dorsolateral subnucleus,7DL,2463,92530,255,212,234,661,7N,none,none
Facial nucleus_ventral intermediate subnucleus,7VI,2464,92540,255,212,234,661,7N,none,none
Facial nucleus_dorsal intermediate subnucleus,7DI,2465,92550,255,212,234,661,7N,none,none
Facial nucleus_dorsomedial subnucleus,7DM,2466,92560,255,212,234,661,7N,none,none
Facial nucleus_ventromedial subnucleus,7VM ,2467,92570,255,212,234,661,7N,none,none
Facial motor nucleus_stylohyoid part,7SH,576,92600,255,212,235,370,MY-mot,Accessory facial motor nucleus,ACVII
Nucleus of the origin of efferents of the vestibular nerve,EVe,640,92700,255,212,230,370,MY-mot,Efferent vestibular nucleus,EV
Ambiguus nucleus,Amb,2472,92800,255,212,216,370,MY-mot,Nucleus ambiguus,AMB
Ambiguus nucleus_compact part,AmbC,135,92810,255,212,216,2472,Amb,Nucleus ambiguus_compact part,AMBc
Ambiguus nucleus_loose part,AmbL,2277,92820,255,212,216,2472,Amb,none,none
Retroambiguus nucleus,RAmb,2471,92830,255,212,216,2472,Amb,none,none
none,none,-1,-1,-1,-1,-1,-1,none,Nucleus ambiguus_dorsal division,AMBd
none,none,-1,-1,-1,-1,-1,-1,none,Nucleus ambiguus_ventral division,AMBv
Vagus nerve nucleus,10N,839,93100,255,212,184,370,MY-mot,Dorsal motor nucleus of the vagus nerve,DMX
none,none,-1,-1,-1,-1,-1,-1,none,Efferent cochlear group,ECO
Gigantocellular reticular nucleus,Gi,1048,93300,255,212,187,370,MY-mot,Gigantocellular reticular nucleus,GRN
Gigantocellular reticular nucleus_alpha part,GiA,2223,93310,255,212,187,1048,Gi,none,none
Gigantocellular reticular nucleus_ventral part,GiV,2224,93320,255,212,187,1048,Gi,none,none
none,none,-1,-1,-1,-1,-1,-1,none,Infracerebellar nucleus,ICB
Inferior olivary nucleus,IO,83,93500,255,212,189,370,MY-mot,Inferior olivary complex,IO
Inferior olive_subnucleus A of medial nucleus,IOA,2253,93510,255,212,189,83,IO,none,none
Inferior olive_subnucleus B of medial nucleus,IOB,2254,93520,255,212,189,83,IO,none,none
Inferior olive_subnucleus C of medial nucleus,IOC,2255,93530,255,212,189,83,IO,none,none
Inferior olive_dorsal nucleus,IOD,2256,93540,255,212,189,83,IO,none,none
Inferior olive_dorsomedial cell group,IODM,2257,93550,255,212,189,83,IO,none,none
Inferior olive_principal nucleus,IOPr,2258,93560,255,212,189,83,IO,none,none
Inferior olive_ventrolateral protrusion,IOVL,2259,93570,255,212,189,83,IO,none,none
Inferior olive_cap of Kooy of the medial nucleus,IOK,2260,93580,255,212,189,83,IO,none,none
Inferior olive_beta subnucleus of the medial nucleus,IOBe,2261,93590,255,212,189,83,IO,none,none
Inferior olive_medial nucleus,IOM,2262,93595,255,212,189,83,IO,none,none
Intermediate reticular nucleus,IRt,136,93600,255,212,187,370,MY-mot,Intermediate reticular nucleus,IRN
Intermediate reticular nucleus_alpha part,IRtA,2225,93610,255,212,187,136,IRt,none,none
Inferior salivatory nucleus,IS,106,93700,255,212,190,370,MY-mot,Inferior salivatory nucleus,ISN
Linear nucleus of the hindbrain,Li,203,93800,255,212,191,370,MY-mot,Linear nucleus of the medulla,LIN
Lateral reticular nucleus,LRt,235,93900,255,212,193,370,MY-mot,Lateral reticular nucleus,LRN
none,none,-1,-1,-1,-1,-1,-1,none,Lateral reticular nucleus_magnocellular part,LRNm
Lateral reticular nucleus_parvicellular part,LRtPC,963,94100,255,212,193,235,LRt,Lateral reticular nucleus_parvicellular part,LRNp
none,none,-1,-1,-1,-1,-1,-1,none,Magnocellular reticular nucleus,MARN
Paramedian reticular nucleus,PMn,395,94300,255,212,195,370,MY-mot,Medullary reticular nucleus,MDRN
Medullary reticular nucleus_dorsal part,MdD,1098,94400,255,212,195,395,PMn,Medullary reticular nucleus_dorsal part,MDRNd
Medullary reticular nucleus_ventral part,MdV,1107,94500,255,212,195,395,PMn,Medullary reticular nucleus_ventral part,MDRNv
Parvicellular reticular nucleus,PCRt,852,94600,255,212,196,370,MY-mot,Parvicellular reticular nucleus,PARN
Parvicellular reticular nucleus_alpha part,PCRtA,2214,94610,255,212,196,852,PCRt,none,none
Trigeminal transition zone,5Tr,2211,94620,255,212,196,370,MY-mot,none,none
Parasolitary nucleus,PSol,859,94700,255,212,197,370,MY-mot,Parasolitary nucleus,PAS
Lateral paragigantocellular nucleus,LPGi,938,94800,255,212,198,370,MY-mot,Paragigantocellular reticular nucleus,PGRN
Lateral paragigantocellular nucleus_external part,LPGiE,2248,94810,255,212,198,938,LPGi,none,none
Dorsal paragigantocellular nucleus,DPGi,970,94900,255,212,198,938,LPGi,Paragigantocellular reticular nucleus_dorsal part,PGRNd
Paragigantocellular reticular nucleus_lateral part,PGRNl,978,95000,255,212,198,938,LPGi,Paragigantocellular reticular nucleus_lateral part,PGRNl
Caudoventrolateral reticular nucleus,CVL,2252,95010,255,212,198,370,PGRNl,none,none
Rostroventrolateral reticular nucleus,RVL,2469,95020,255,212,198,370,PGRNl,none,none
Rostral ventral respiratory group,RVRG,2269,95030,255,212,198,370,PGRNl,none,none
Botzinger complex,Bo,2468,95040,255,212,198,370,MY-mot,none,none
Pre-Botzinger complex,PrBo,2251,95050,255,212,198,2468,Bo,none,none
Perihypoglossal nuclei,PHY,154,95100,255,212,219,370,MY-mot,Perihypoglossal nuclei,PHY
Intercalated nucleus,In,161,95200,255,212,219,154,PHY,Nucleus intercalatus,NIS
Intermedius nucleus of the medulla,InM,2276,95210,255,212,219,161,In,none,none
Nucleus of Roller,Ro,177,95300,255,212,221,154,PHY,Nucleus of Roller,NR
Prepositus nucleus,Pr,169,95400,255,212,219,154,PHY,Nucleus prepositus,PRP
none,none,-1,-1,-1,-1,-1,-1,none,Paramedian reticular nucleus,PMR
Parapyramidal nucleus,PPy,1069,95600,255,212,200,370,MY-mot,Parapyramidal nucleus,PPY
none,none,-1,-1,-1,-1,-1,-1,none,Parapyramidal nucleus_deep part,PPYd
none,none,-1,-1,-1,-1,-1,-1,none,Parapyramidal nucleus_superficial part,PPYs
Vestibulocerebellar nucleus,VeCb,701,95900,255,212,201,370,MY-mot,Vestibular nuclei,VNC
Lateral vestibular nucleus,LVe,209,96000,255,214,201,701,VeCb,Lateral vestibular nucleus,LAV
Medial vestibular nucleus,MVe,202,96100,255,216,201,701,VeCb,Medial vestibular nucleus,MV
Medial vestibular nucleus_magnocellular part,MVeMC,2232,96110,255,216,201,202,MVe,none,none
Medial vestibular nucleus_parvicellular part,MVePC,2233,96120,255,216,201,202,MVe,none,none
Medial vestibular nucleus_parvicellular part_dorsal,MVePd,2368,96130,255,216,201,2233,MVePC,Medial vestibular nucleus_parvicellular part_dorsal,MVpd
Medial vestibular nucleus_parvicellular part_ventral,MVePv,2369,96140,255,216,201,2233,MVePC,Medial vestibular nucleus_parvicellular part_ventral,MVpv
Spinal vestibular nucleus,SpVe,225,96200,255,212,201,701,VeCb,Spinal vestibular nucleus,SPIV
Superior vestibular nucleus,SuVe,217,96210,255,212,201,701,VeCb,Superior vestibular nucleus,SUV
F cell group of the vestibular complex,FVe,2268,96310,255,212,201,701,VeCb,none,none
Paracochlear glial substance,PCGS,2218,96320,255,212,201,701,VeCb,none,none
Nucleus X,X,765,96400,255,212,202,370,MY-mot,Nucleus x,x
Matrix region of the medulla,Mx,2267,96410,255,212,202,370,MY-mot,none,none
Hypoglossal nucleus,12N,773,96500,255,212,192,370,MY-mot,Hypoglossal nucleus,XII
Central cervical nucleus of the spinal cord,CeCv,2272,96510,255,212,192,370,MY-mot,none,none
Nucleus Y of the vestibular complex,Y,781,96600,255,212,203,370,MY-mot,Nucleus y,y
none,none,-1,-1,-1,-1,-1,-1,none,Interstitial nucleus of the vestibular nerve,INV
Medulla_behavioral state related,MY-sat,379,96800,255,176,192,354,MY,Medulla_behavioral state related,MY-sat
raph» magnus nucleus,RMg,206,96900,255,176,193,379,MY-sat,Nucleus raph» magnus,RM
raph» interpositus nucleus,RIP,2212,96910,255,176,193,206,RMg,none,none
raph» pallidus nucleus,RPa,230,97000,255,176,195,379,MY-sat,Nucleus raph» pallidus,RPA
raph» obscurus nucleus,ROb,222,97100,255,176,194,379,MY-sat,Nucleus raph» obscurus,RO
fiber tracts,fiber_tracts,1009,97200,204,204,204,997,root,fiber tracts,fiber_tracts
basilar artery,bas,2155,97210,204,204,204,997,fiber_tracts,none,none
cranial nerves,cm,967,97300,204,204,204,1009,fiber_tracts,cranial nerves,cm
none,none,-1,-1,-1,-1,-1,-1,none,terminal nerve,tn
vomeronasal nerve,vn,949,97500,204,204,204,967,cm,vomeronasal nerve,von
olfactory nerve,In,840,97600,204,204,204,967,cm,olfactory nerve,In
olfactory nerve layer,ON,1016,97700,204,204,204,840,In,olfactory nerve layer of main olfactory bulb,onl
lateral olfactory tract_general,lotg,21,97800,204,204,204,840,In,lateral olfactory tract_general,lotg
lateral olfactory tract,lo,665,97900,204,204,204,21,lotg,dorsal lateral olfactory tract,dlo
dorsal lateral olfactory tract,dlo,2279,97900,204,204,204,21,lotg,lateral olfactory tract_body,lot
none,none,-1,-1,-1,-1,-1,-1,none,dorsal limb,lotd
accessory olfactory tract,aot,459,98100,204,204,204,21,lotg,accessory olfactory tract,aolt
anterior commissure_anterior part,aca,900,98200,204,204,204,840,In,anterior commissure_olfactory limb,aco
anterior commissure_intrabulbar part,aci,2317,98210,204,204,204,840,In,none,none
optic nerve,2n,848,98300,204,204,204,967,cm,optic nerve,IIn
none,none,-1,-1,-1,-1,-1,-1,none,accessory optic tract,aot
brachium of the superior colliculus,bsc,916,98500,204,204,204,848,2n,brachium of the superior colliculus,bsc
commissure of the superior colliculus,csc,336,98600,204,204,204,848,2n,superior colliculus commissure,csc
optic chiasm,och,117,98700,204,204,204,848,2n,optic chiasm,och
optic tract,opt,125,98800,204,204,204,848,2n,optic tract,opt
supraoptic decussation,sox,2040,98810,204,204,204,848,2n,none,none
none,none,-1,-1,-1,-1,-1,-1,none,tectothalamic pathway,ttp
oculomotor nerve,3n,832,99000,204,204,204,967,cm,oculomotor nerve,IIIn
medial longitudinal fasciculus,mlf,62,99100,204,204,204,832,3n,medial longitudinal fascicle,mlf
posterior commissure,pc,158,99200,204,204,204,832,3n,posterior commissure,pc
trochlear nerve,4n,911,99300,204,204,204,967,cm,trochlear nerve,IVn
none,none,-1,-1,-1,-1,-1,-1,none,trochlear nerve decussation,IVd
none,none,-1,-1,-1,-1,-1,-1,none,abducens nerve,VIn
trigeminal nerve,5n,901,99600,204,204,204,967,cm,trigeminal nerve,Vn
motor root of the trigeminal nerve,m5,93,99700,204,204,204,901,5n,motor root of the trigeminal nerve,moV
sensory root of the trigeminal nerve,s5,229,99800,204,204,204,901,5n,sensory root of the trigeminal nerve,sV
mesencephalic trigeminal tract,me5,705,99900,204,204,204,229,s5,midbrain tract of the trigeminal nerve,mtV
spinal trigeminal tract,sp5,794,100000,204,204,204,229,s5,spinal tract of the trigeminal nerve,sptV
facial nerve,7n,798,100100,204,204,204,967,cm,facial nerve,VIIn
ascending fibers of the facial nerve,asc7,1131,100200,204,204,204,798,7n,intermediate nerve,iVIIn
genu of the facial nerve,g7,1116,100300,204,204,204,798,7n,genu of the facial nerve,gVIIn
vestibulocochlear nerve,8n,933,100400,204,204,204,967,cm,vestibulocochlear nerve,VIIIn
interstitial nucleus of the vestibular part of the 8th nerve,I8,2461,100410,204,204,204,933,8n,none,none
none,none,-1,-1,-1,-1,-1,-1,none,efferent cochleovestibular bundle,cvb
vestibular root of the vestibulocochlear nerve,8vn,413,100600,204,204,204,933,8n,vestibular nerve,vVIIIn
cochlear nerve,8cn,948,100700,204,204,204,933,VIIIn,cochlear nerve,cVIIIn
olivocochlear bundle,ocb,2222,100710,204,204,204,967,cm,none,none
trapezoid body,tz,841,100800,204,204,204,948,8cn,trapezoid body,tb
none,none,-1,-1,-1,-1,-1,-1,none,intermediate acoustic stria,ias
dorsal acoustic stria,das,506,101000,204,204,204,948,8cn,dorsal acoustic stria,das
lateral lemniscus,ll,658,101100,204,204,204,948,8cn,lateral lemniscus,ll
commissure of the inferior colliculus,cic,633,101200,204,204,204,948,8cn,inferior colliculus commissure,cic
brachium of the inferior colliculus,bic,482,101300,204,204,204,948,8cn,brachium of the inferior colliculus,bic
glossopharyngeal nerve,9n,808,101400,204,204,204,967,cm,glossopharyngeal nerve,IXn
vagus nerve,10n,917,101500,204,204,204,967,cm,vagus nerve,Xn
solitary tract,sol,237,101600,204,204,204,917,10n,solitary tract,ts
none,none,-1,-1,-1,-1,-1,-1,none,accessory spinal nerve,XIn
hypoglossal nerve,12n,813,101800,204,204,204,967,cm,hypoglossal nerve,XIIn
none,none,-1,-1,-1,-1,-1,-1,none,ventral roots,vrt
dorsal roots,drt,792,102000,204,204,204,967,cm,dorsal roots,drt
cervicothalamic tract,cett,932,102100,204,204,204,792,drt,cervicothalamic tract,cett
none,none,-1,-1,-1,-1,-1,-1,none,dorsolateral fascicle,dl
none,none,-1,-1,-1,-1,-1,-1,none,dorsal commissure of the spinal cord,dcm
none,none,-1,-1,-1,-1,-1,-1,none,ventral commissure of the spinal cord,vc
none,none,-1,-1,-1,-1,-1,-1,none,fasciculus proprius,fpr
dorsal column,dc,514,102600,204,204,204,932,cett,dorsal column,dc
cuneate fascicle,cu,380,102700,204,204,204,514,dc,cuneate fascicle,cuf
gracile fasciculus,gr,388,102800,204,204,204,514,dc,gracile fascicle,grf
none,none,-1,-1,-1,-1,-1,-1,none,internal arcuate fibers,iaf
medial lemniscus,ml,697,103000,204,204,204,932,cett,medial lemniscus,ml
spinothalamic tract,sst,871,103100,204,204,204,967,cm,spinothalamic tract,sst
none,none,-1,-1,-1,-1,-1,-1,none,lateral spinothalamic tract,sttl
none,none,-1,-1,-1,-1,-1,-1,none,ventral spinothalamic tract,sttv
none,none,-1,-1,-1,-1,-1,-1,none,spinocervical tract,scrt
none,none,-1,-1,-1,-1,-1,-1,none,spino-olivary pathway,sop
none,none,-1,-1,-1,-1,-1,-1,none,spinoreticular pathway,srp
vestibulospinal tract,vesp,293,103700,204,204,204,871,sst,spinovestibular pathway,svp
none,none,-1,-1,-1,-1,-1,-1,none,spinotectal pathway,stp
none,none,-1,-1,-1,-1,-1,-1,none,spinohypothalamic pathway,shp
hypothalamohypophysial tract,hht,627,103800,204,204,204,1009,fiber_tracts,spinotelenchephalic pathway,step
none,none,-1,-1,-1,-1,-1,-1,none,hypothalamohypophysial tract,hht
cerebellum related fiber tracts,cbf,960,104200,204,204,204,1009,fiber_tracts,cerebellum related fiber tracts,cbf
cerebellar commissure,cbc,744,104300,204,204,204,960,cbf,cerebellar commissure,cbc
cerebellar peduncles,cbp,752,104400,204,204,204,960,cbf,cerebellar peduncles,cbp
superior cerebellar peduncle,scp,326,104500,204,204,204,752,cbp,superior cerebelar peduncles,scp
decussation of the superior cerebellar peduncle,xscp,812,104600,204,204,204,326,scp,superior cerebellar peduncle decussation,dscp
ventral spinocerebellar tract,vsc,85,104700,204,204,204,812,xscp,spinocerebellar tract,sct
uncinate fasciculus of the cerebellum,un,850,104800,204,204,204,326,scp,uncinate fascicle,uf
ventral spinocerebellar tract,vsc,866,104900,204,204,204,326,scp,ventral spinocerebellar tract,sctv
middle cerebellar peduncle,mcp,78,105000,204,204,204,752,cbp,middle cerebellar peduncle,mcp
transverse fibers of the pons,tfp,2167,105010,204,204,204,78,mcp,none,none
inferior cerebellar peduncle,icp,1123,105100,204,204,204,752,cbp,inferior cerebellar peduncle,icp
dorsal spinocerebellar tract,dsc,553,105200,204,204,204,1123,icp,dorsal spinocerebellar tract,sctd
none,none,-1,-1,-1,-1,-1,-1,none,cuneocerebellar tract,cct
none,none,-1,-1,-1,-1,-1,-1,none,juxtarestiform body,jrb
bulbocerebellar tract,bct,490,105500,204,204,204,1123,icp,bulbocerebellar tract,bct
olivocerebellar tract,oc,404,105600,204,204,204,490,bct,olivocerebellar tract,oct
none,none,-1,-1,-1,-1,-1,-1,none,reticulocerebellar tract,rct
none,none,-1,-1,-1,-1,-1,-1,none,trigeminocerebellar tract,tct
cerebellar white matter,cbw,2275,105810,204,204,204,967,cm,none,none
middle cerebellar peduncle,mcp,728,105900,204,204,204,960,cbf,arbor vitae,arb
lateral forebrain bundle system,lfbs,983,106000,204,204,204,1009,fiber_tracts,lateral forebrain bundle system,lfbs
corpus callosum,cc,776,106100,204,204,204,983,lfbs,corpus callosum,cc
forceps minor of the corpus callosum,fmi,956,106200,204,204,204,776,cc,corpus callosum_anterior forceps,fa
external capsule,ec,579,106300,204,204,204,956,fmi,external capsule,ec
none,none,-1,-1,-1,-1,-1,-1,none,corpus callosum_extreme capsule,ee
genu of the corpus callosum,gcc,1108,106500,204,204,204,776,cc,genu of corpus callosum,ccg
forceps major of the corpus callosum,fmj,971,106600,204,204,204,776,cc,corpus callosum_posterior forceps,fp
none,none,-1,-1,-1,-1,-1,-1,none,corpus callosum_rostrum,ccr
splenium of the corpus callosum,scc,986,106800,204,204,204,776,cc,corpus callosum_splenium,ccs
corticospinal tract,cst,784,106900,204,204,204,983,lfbs,corticospinal tract,cst
internal capsule,ic,6,107000,204,204,204,784,cst,internal capsule,int
cerebral peduncle,cp,924,107100,204,204,204,784,cst,cerebal peduncle,cpd
none,none,-1,-1,-1,-1,-1,-1,none,corticotectal tract,cte
none,none,-1,-1,-1,-1,-1,-1,none,corticorubral tract,crt
none,none,-1,-1,-1,-1,-1,-1,none,corticopontine tract,cpt
none,none,-1,-1,-1,-1,-1,-1,none,corticobulbar tract,cbt
pyramidal tract,py,190,107600,204,204,204,784,cst,pyramid,py
pyramidal decussation,pyx,198,107700,204,204,204,784,cst,pyramidal decussation,pyd
none,none,-1,-1,-1,-1,-1,-1,none,corticospinal tract_crossed,cstc
none,none,-1,-1,-1,-1,-1,-1,none,corticospinal tract_uncrossed,cstu
longitudinal fasciculus of the pons,lfp,2169,107910,204,204,204,784,cst,none,none
thalamus related,lfbst,896,108000,204,204,204,983,lfbs,thalamus related,lfbst
External medullary lamina,eml,1092,108100,204,204,204,896,lfbst,external medullary lamina of the thalamus,em
internal medullary lamina,iml,14,108200,204,204,204,896,lfbst,internal medullary lamina of the thalamus,im
superior thalamic radiation,str,2109,108210,204,204,204,896,lfbst,none,none
none,none,-1,-1,-1,-1,-1,-1,none,middle thalamic commissure,mtc
none,none,-1,-1,-1,-1,-1,-1,none,thalamic peduncles,tp
extrapyramidal fiber systems,eps,1000,108500,204,204,204,1009,fiber_tracts,extrapyramidal fiber systems,eps
cerebral nuclei related,epsc,760,108600,204,204,204,1000,eps,cerebral nuclei related,epsc
none,none,-1,-1,-1,-1,-1,-1,none,pallidothalmic pathway,pap
nigrostriatal bundle,ns,102,108800,204,204,204,760,epsc,nigrostriatal tract,nst
none,none,-1,-1,-1,-1,-1,-1,none,nigrothalamic fibers,ntt
none,none,-1,-1,-1,-1,-1,-1,none,pallidotegmental fascicle,ptf
none,none,-1,-1,-1,-1,-1,-1,none,striatonigral pathway,snp
none,none,-1,-1,-1,-1,-1,-1,none,subthalamic fascicle,stf
tectospinal tract,ts,877,109300,204,204,204,1000,eps,tectospinal pathway,tsp
none,none,-1,-1,-1,-1,-1,-1,none,direct tectospinal pathway,tspd
dorsal tegmental decussation,dtgx,1060,109500,204,204,204,877,ts,doral tegmental decussation,dtd
none,none,-1,-1,-1,-1,-1,-1,none,crossed tectospinal pathway,ig
rubrospinal tract,rs,863,109700,204,204,204,1000,eps,rubrospinal tract,rust
ventral tegmental decussation,vtgx,397,109800,204,204,204,863,rs,ventral tegmental decussation,vtd
none,none,-1,-1,-1,-1,-1,-1,none,rubroreticular tract,rrt
none,none,-1,-1,-1,-1,-1,-1,none,central tegmental bundle,ctb
